,eid,eve_id,id,mean_prob
39796,39796,E01267N3753E01646N3535-BS-M774_E01502N3737_D107_S157D90R090_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01502N3737_D107_S157D90R090_A003139_S050,2.074883267838998e-09
39797,39797,E01889N4173E02097N3847-BS-M792_E02031N3940_D010_S337D30R090_A008541_S034,BS_manning003/E01889N4173E02097N3847-BS-M792_E02031N3940_D010_S337D30R090_A008541_S034,7.724738823819322e-07
39798,39798,E01522N3585E03578N2685-BS-M732_E01848N3490_D010_S067D50R090_A001180_S030,BS_manning003/E01522N3585E03578N2685-BS-M732_E01848N3490_D010_S067D50R090_A001180_S030,3.5390462002459863e-09
39799,39799,E01267N3753E01646N3535-BS-M809_E01484N3625_D010_S067D50R270_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01484N3625_D010_S067D50R270_A006995_S075,2.621053377592045e-09
39800,39800,E01267N3753E01646N3535-BS-M754_E01575N3670_D091_S292D50R270_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01575N3670_D091_S292D50R270_A001972_S039,1.0040417080382771e-08
39801,39801,E01470N3877E01631N3641-BS-M809_E01587N3737_D010_S337D30R090_A012497_S042,BS_manning003/E01470N3877E01631N3641-BS-M809_E01587N3737_D010_S337D30R090_A012497_S042,2.1645044961289803e-09
39802,39802,E01889N4173E02097N3847-BS-M774_E02043N3872_D010_S112D70R270_A005608_S028,BS_manning003/E01889N4173E02097N3847-BS-M774_E02043N3872_D010_S112D70R270_A005608_S028,9.05061893463172e-09
39803,39803,E01522N3585E03578N2685-BS-M774_E01859N3400_D107_S067D50R090_A003139_S050,BS_manning003/E01522N3585E03578N2685-BS-M774_E01859N3400_D107_S067D50R090_A003139_S050,5.781834441831416e-10
39804,39804,E01267N3753E01646N3535-BS-M774_E01498N3715_D107_S022D90R270_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01498N3715_D107_S022D90R270_A003139_S050,6.678517716699112e-09
39805,39805,E01470N3877E01631N3641-BS-M707_E01538N3782_D010_S292D30R090_A001194_S013,BS_manning003/E01470N3877E01631N3641-BS-M707_E01538N3782_D010_S292D30R090_A001194_S013,6.685853546418076e-08
39806,39806,E01267N3753E01646N3535-BS-M774_E01523N3692_D010_S022D70R270_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01523N3692_D010_S022D70R270_A003139_S050,6.706967701598064e-09
39807,39807,E01470N3877E01631N3641-BS-M732_E01559N3737_D010_S292D30R270_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01559N3737_D010_S292D30R270_A002108_S017,1.4321570696700331e-08
39808,39808,E01470N3877E01631N3641-BS-M732_E01534N3760_D115_S022D30R090_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01534N3760_D115_S022D30R090_A002108_S017,4.0221225075760224e-08
39809,39809,E01522N3585E03578N2685-BS-M732_E01715N3512_D010_S247D30R090_A001180_S030,BS_manning003/E01522N3585E03578N2685-BS-M732_E01715N3512_D010_S247D30R090_A001180_S030,1.56335366576878e-09
39810,39810,E01446N4259E02038N3783-BS-M754_E02009N3850_D091_S292D30R270_A001972_S039,BS_manning003/E01446N4259E02038N3783-BS-M754_E02009N3850_D091_S292D30R270_A001972_S039,1.0143853025394902e-08
39811,39811,E01598N4052E01840N3892-BS-M754_E01798N3940_D010_S292D30R270_A003524_S022,BS_manning003/E01598N4052E01840N3892-BS-M754_E01798N3940_D010_S292D30R270_A003524_S022,1.0662365133141432e-08
39812,39812,E01889N4173E02097N3847-BS-M809_E01967N3917_D010_S337D30R090_A012497_S042,BS_manning003/E01889N4173E02097N3847-BS-M809_E01967N3917_D010_S337D30R090_A012497_S042,7.53174888995631e-08
39813,39813,E01522N3585E03578N2685-BS-M754_E01664N3535_D010_S247D50R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01664N3535_D010_S247D50R090_A001972_S039,1.4137832738351343e-09
39814,39814,E01267N3753E01646N3535-BS-M809_E01530N3737_D144_S067D70R090_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01530N3737_D144_S067D70R090_A006995_S075,8.47537820548962e-10
39815,39815,E01267N3753E01646N3535-BS-M754_E01530N3737_D091_S022D50R090_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D091_S022D50R090_A001972_S039,2.1700300978482136e-08
39816,39816,E01446N4259E02038N3783-BS-M707_E01970N3805_D062_S337D70R090_A000668_S023,BS_manning003/E01446N4259E02038N3783-BS-M707_E01970N3805_D062_S337D70R090_A000668_S023,1.772248587395005e-08
39817,39817,E01522N3585E03578N2685-BS-M754_E01959N3355_D010_S247D50R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01959N3355_D010_S247D50R090_A001972_S039,1.647204094338208e-09
39818,39818,E01267N3753E01646N3535-BS-M650_E01530N3737_D010_S202D30R090_A000178_S012,BS_manning003/E01267N3753E01646N3535-BS-M650_E01530N3737_D010_S202D30R090_A000178_S012,5.05541891790119e-08
39819,39819,E01267N3753E01646N3535-BS-M792_E01616N3580_D010_S067D50R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01616N3580_D010_S067D50R090_A004781_S062,1.8539982500182462e-09
39820,39820,E01446N4259E02038N3783-BS-M809_E01975N3827_D010_S157D10R090_A006995_S075,BS_manning003/E01446N4259E02038N3783-BS-M809_E01975N3827_D010_S157D10R090_A006995_S075,9.18908274910803e-10
39821,39821,E01470N3877E01631N3641-BS-M650_E01555N3715_D059_S157D10R090_A000318_S006,BS_manning003/E01470N3877E01631N3641-BS-M650_E01555N3715_D059_S157D10R090_A000318_S006,3.8144801910435145e-08
39822,39822,E01267N3753E01646N3535-BS-M754_E01572N3647_D010_S157D50R090_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01572N3647_D010_S157D50R090_A001972_S039,8.321428002649788e-09
39823,39823,E01522N3585E03578N2685-BS-M792_E01876N3490_D010_S202D50R090_A004781_S062,BS_manning003/E01522N3585E03578N2685-BS-M792_E01876N3490_D010_S202D50R090_A004781_S062,8.762695232994484e-10
39824,39824,E01267N3753E01646N3535-BS-M732_E01498N3715_D208_S292D50R270_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01498N3715_D208_S292D50R270_A001180_S030,6.418795373508046e-08
39825,39825,E01889N4173E02097N3847-BS-M707_E01991N3895_D010_S292D70R090_A001194_S013,BS_manning003/E01889N4173E02097N3847-BS-M707_E01991N3895_D010_S292D70R090_A001194_S013,1.0828950460247789e-07
39826,39826,E01267N3753E01646N3535-BS-M754_E01575N3670_D091_S337D50R270_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01575N3670_D091_S337D50R270_A001972_S039,1.0463120918827676e-08
39827,39827,E01267N3753E01646N3535-BS-M774_E01544N3647_D107_S337D50R090_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01544N3647_D107_S337D50R090_A003139_S050,4.414542184113236e-09
39828,39828,E01108N3882E01527N3690-BS-M792_E01509N3782_D010_S022D50R090_A008541_S034,BS_manning003/E01108N3882E01527N3690-BS-M792_E01509N3782_D010_S022D50R090_A008541_S034,7.569271594190706e-09
39829,39829,E01267N3753E01646N3535-BS-M774_E01470N3715_D010_S067D50R270_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01470N3715_D010_S067D50R270_A003139_S050,1.9223654094365948e-08
39830,39830,E01470N3877E01631N3641-BS-M732_E01579N3692_D010_S292D70R090_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01579N3692_D010_S292D70R090_A002108_S017,3.865742477205998e-09
39831,39831,E01446N4259E02038N3783-BS-M707_E01975N3827_D062_S157D10R090_A000668_S023,BS_manning003/E01446N4259E02038N3783-BS-M707_E01975N3827_D062_S157D10R090_A000668_S023,1.6009979606093382e-08
39832,39832,E01267N3753E01646N3535-BS-M809_E01540N3625_D010_S022D50R090_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01540N3625_D010_S022D50R090_A006995_S075,1.4398683407977404e-09
39833,39833,E01267N3753E01646N3535-BS-M774_E01491N3670_D010_S202D30R180_A004039_S039,BS_manning003/E01267N3753E01646N3535-BS-M774_E01491N3670_D010_S202D30R180_A004039_S039,4.549067856818602e-09
39834,39834,E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S247D50R090_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S247D50R090_A003139_S050,2.184103578283281e-08
39835,39835,E01267N3753E01646N3535-BS-M732_E01530N3737_D076_S022D10R270_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D076_S022D10R270_A001180_S030,1.4994265218276831e-09
39836,39836,E01446N4259E02038N3783-BS-M707_E01846N3895_D010_S292D70R090_A000668_S023,BS_manning003/E01446N4259E02038N3783-BS-M707_E01846N3895_D010_S292D70R090_A000668_S023,2.831278615790261e-09
39837,39837,E01522N3585E03578N2685-BS-M732_E01817N3467_D076_S067D50R090_A001180_S030,BS_manning003/E01522N3585E03578N2685-BS-M732_E01817N3467_D076_S067D50R090_A001180_S030,2.589136286084774e-09
39838,39838,E01470N3877E01631N3641-BS-M732_E01538N3782_D010_S247D30R270_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01538N3782_D010_S247D30R270_A002108_S017,2.4648981051787272e-08
39839,39839,E01267N3753E01646N3535-BS-M774_E01470N3715_D010_S067D70R090_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01470N3715_D010_S067D70R090_A003139_S050,5.195686866385349e-09
39840,39840,E01267N3753E01646N3535-BS-M809_E01467N3692_D010_S067D30R090_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01467N3692_D010_S067D30R090_A006995_S075,4.43189872449241e-09
39841,39841,E01470N3877E01631N3641-BS-M732_E01579N3692_D010_S157D10R090_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01579N3692_D010_S157D10R090_A002108_S017,4.001159346982708e-09
39842,39842,E01470N3877E01631N3641-BS-M680_E01555N3715_D075_S157D30R270_A000638_S009,BS_manning003/E01470N3877E01631N3641-BS-M680_E01555N3715_D075_S157D30R270_A000638_S009,4.103394292001608e-08
39843,39843,E01108N3882E01527N3690-BS-M809_E01445N3737_D010_S067D50R090_A012497_S042,BS_manning003/E01108N3882E01527N3690-BS-M809_E01445N3737_D010_S067D50R090_A012497_S042,1.8467581990484846e-09
39844,39844,E01470N3877E01631N3641-BS-M792_E01488N3827_D010_S157D50R270_A008541_S034,BS_manning003/E01470N3877E01631N3641-BS-M792_E01488N3827_D010_S157D50R270_A008541_S034,1.9059223955348818e-08
39845,39845,E01470N3877E01631N3641-BS-M732_E01559N3737_D010_S292D10R270_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01559N3737_D010_S292D10R270_A002108_S017,2.4496794916999237e-09
39846,39846,E01522N3585E03578N2685-BS-M754_E01872N3467_D010_S247D50R270_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01872N3467_D010_S247D50R270_A001972_S039,2.4431106500408504e-09
39847,39847,E01470N3877E01631N3641-BS-M754_E01603N3670_D010_S067D50R090_A003524_S022,BS_manning003/E01470N3877E01631N3641-BS-M754_E01603N3670_D010_S067D50R090_A003524_S022,9.937758647138952e-09
39848,39848,E01267N3753E01646N3535-BS-M774_E01547N3670_D107_S247D50R270_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01547N3670_D107_S247D50R270_A003139_S050,6.689318800145226e-09
39849,39849,E01267N3753E01646N3535-BS-M774_E01495N3692_D010_S022D50R090_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01495N3692_D010_S022D50R090_A003139_S050,1.7679325772695513e-08
39850,39850,E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S157D30R270_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S157D30R270_A004781_S062,7.208997282075884e-09
39851,39851,E01470N3877E01631N3641-BS-M774_E01555N3715_D010_S247D10R090_A005608_S028,BS_manning003/E01470N3877E01631N3641-BS-M774_E01555N3715_D010_S247D10R090_A005608_S028,6.475148611991843e-09
39852,39852,E01267N3753E01646N3535-BS-M774_E01572N3647_D010_S157D50R270_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01572N3647_D010_S157D50R270_A003139_S050,3.065402799036417e-09
39853,39853,E01446N4259E02038N3783-BS-M754_E01951N3850_D091_S157D50R270_A001972_S039,BS_manning003/E01446N4259E02038N3783-BS-M754_E01951N3850_D091_S157D50R270_A001972_S039,8.970471809063502e-09
39854,39854,E01470N3877E01631N3641-BS-M732_E01538N3782_D010_S157D30R090_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01538N3782_D010_S157D30R090_A002108_S017,4.33644687056572e-08
39855,39855,E01446N4259E02038N3783-BS-M774_E01985N3872_D107_S292D50R090_A003139_S050,BS_manning003/E01446N4259E02038N3783-BS-M774_E01985N3872_D107_S292D50R090_A003139_S050,7.697678468055538e-09
39856,39856,E01267N3753E01646N3535-BS-M680_E01527N3715_D092_S337D50R270_A000357_S016,BS_manning003/E01267N3753E01646N3535-BS-M680_E01527N3715_D092_S337D50R270_A000357_S016,5.4583686589456746e-08
39857,39857,E01267N3753E01646N3535-BS-M809_E01495N3692_D010_S067D90R090_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01495N3692_D010_S067D90R090_A006995_S075,5.760892234554471e-10
39858,39858,E01470N3877E01631N3641-BS-M732_E01555N3715_D115_S022D70R270_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01555N3715_D115_S022D70R270_A002108_S017,9.779114433682445e-09
39859,39859,E01522N3585E03578N2685-BS-M774_E01918N3422_D010_S247D50R270_A003139_S050,BS_manning003/E01522N3585E03578N2685-BS-M774_E01918N3422_D010_S247D50R270_A003139_S050,3.261975400473717e-09
39860,39860,E01446N4259E02038N3783-BS-M792_E01962N3895_D010_S112D50R270_A004781_S062,BS_manning003/E01446N4259E02038N3783-BS-M792_E01962N3895_D010_S112D50R270_A004781_S062,4.610192831389315e-09
39861,39861,E01522N3585E03578N2685-BS-M754_E02299N3310_D010_S202D50R270_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E02299N3310_D010_S202D50R270_A001972_S039,4.700903411128144e-09
39862,39862,E01470N3877E01631N3641-BS-M774_E01583N3715_D010_S247D10R090_A005608_S028,BS_manning003/E01470N3877E01631N3641-BS-M774_E01583N3715_D010_S247D10R090_A005608_S028,4.814746948855229e-09
39863,39863,E01267N3753E01646N3535-BS-M754_E01516N3647_D010_S067D50R090_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01516N3647_D010_S067D50R090_A001972_S039,1.3595616600395553e-08
39864,39864,E01267N3753E01646N3535-BS-M732_E01547N3670_D142_S202D30R090_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01547N3670_D142_S202D30R090_A001180_S030,1.040242300239123e-08
39865,39865,E01889N4173E02097N3847-BS-M707_E01930N4007_D010_S292D30R090_A001194_S013,BS_manning003/E01889N4173E02097N3847-BS-M707_E01930N4007_D010_S292D30R090_A001194_S013,1.2470350966551422e-05
39866,39866,E01267N3753E01646N3535-BS-M754_E01502N3737_D172_S247D10R090_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01502N3737_D172_S247D10R090_A001972_S039,1.0181058826322258e-08
39867,39867,E01267N3753E01646N3535-BS-M774_E01572N3647_D010_S337D50R270_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01572N3647_D010_S337D50R270_A003139_S050,3.018005910831713e-09
39868,39868,E01267N3753E01646N3535-BS-M792_E01498N3715_D125_S247D10R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01498N3715_D125_S247D10R090_A004781_S062,7.625522335360525e-09
39869,39869,E01267N3753E01646N3535-BS-M774_E01516N3647_D107_S067D50R270_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01516N3647_D107_S067D50R270_A003139_S050,5.341861809218564e-09
39870,39870,E01267N3753E01646N3535-BS-M809_E01498N3715_D010_S112D10R090_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01498N3715_D010_S112D10R090_A006995_S075,5.521550219183457e-09
39871,39871,E01108N3882E01527N3690-BS-M809_E01424N3782_D010_S112D50R270_A012497_S042,BS_manning003/E01108N3882E01527N3690-BS-M809_E01424N3782_D010_S112D50R270_A012497_S042,5.850760643514232e-09
39872,39872,E01267N3753E01646N3535-BS-M707_E01530N3737_D115_S067D10R090_A000668_S023,BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D115_S067D10R090_A000668_S023,9.609730328354049e-09
39873,39873,E01522N3585E03578N2685-BS-M754_E01794N3490_D010_S247D50R270_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01794N3490_D010_S247D50R270_A001972_S039,1.4757157361092627e-09
39874,39874,E01470N3877E01631N3641-BS-M792_E01583N3715_D010_S112D70R090_A008541_S034,BS_manning003/E01470N3877E01631N3641-BS-M792_E01583N3715_D010_S112D70R090_A008541_S034,2.298730016522034e-09
39875,39875,E01108N3882E01527N3690-BS-M809_E01481N3782_D010_S247D50R270_A012497_S042,BS_manning003/E01108N3882E01527N3690-BS-M809_E01481N3782_D010_S247D50R270_A012497_S042,4.7347098253446874e-09
39876,39876,E01446N4259E02038N3783-BS-M732_E01975N3827_D010_S337D70R270_A001180_S030,BS_manning003/E01446N4259E02038N3783-BS-M732_E01975N3827_D010_S337D70R270_A001180_S030,5.163537027321937e-09
39877,39877,E01446N4259E02038N3783-BS-M774_E02004N3827_D010_S337D50R270_A003139_S050,BS_manning003/E01446N4259E02038N3783-BS-M774_E02004N3827_D010_S337D50R270_A003139_S050,1.5273691363075653e-08
39878,39878,E01267N3753E01646N3535-BS-M792_E01568N3625_D010_S112D50R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01568N3625_D010_S112D50R090_A004781_S062,2.989968450606954e-09
39879,39879,E01470N3877E01631N3641-BS-M809_E01488N3827_D010_S157D70R090_A012497_S042,BS_manning003/E01470N3877E01631N3641-BS-M809_E01488N3827_D010_S157D70R090_A012497_S042,2.285340981761274e-09
39880,39880,E01889N4173E02097N3847-BS-M732_E02014N3872_D010_S157D50R090_A002108_S017,BS_manning003/E01889N4173E02097N3847-BS-M732_E02014N3872_D010_S157D50R090_A002108_S017,1.541241649315283e-07
39881,39881,E01470N3877E01631N3641-BS-M754_E01559N3737_D010_S247D50R090_A003524_S022,BS_manning003/E01470N3877E01631N3641-BS-M754_E01559N3737_D010_S247D50R090_A003524_S022,3.08133742853662e-08
39882,39882,E01522N3585E03578N2685-BS-M754_E01664N3535_D010_S067D50R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01664N3535_D010_S067D50R090_A001972_S039,1.3806603669010351e-09
39883,39883,E01470N3877E01631N3641-BS-M707_E01587N3737_D010_S337D30R090_A001194_S013,BS_manning003/E01470N3877E01631N3641-BS-M707_E01587N3737_D010_S337D30R090_A001194_S013,2.5024505176919115e-08
39884,39884,E01267N3753E01646N3535-BS-M774_E01544N3647_D107_S022D30R270_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01544N3647_D107_S022D30R270_A003139_S050,2.622907116723621e-09
39885,39885,E01446N4259E02038N3783-BS-M754_E01975N3827_D010_S292D50R270_A001972_S039,BS_manning003/E01446N4259E02038N3783-BS-M754_E01975N3827_D010_S292D50R270_A001972_S039,1.5830985502564192e-08
39886,39886,E01446N4259E02038N3783-BS-M774_E02009N3850_D010_S022D50R270_A003139_S050,BS_manning003/E01446N4259E02038N3783-BS-M774_E02009N3850_D010_S022D50R270_A003139_S050,1.2296981252489662e-08
39887,39887,E01522N3585E03578N2685-BS-M754_E01859N3400_D010_S067D70R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01859N3400_D010_S067D70R090_A001972_S039,6.454361508070984e-10
39888,39888,E01522N3585E03578N2685-BS-M774_E02374N3288_D010_S067D30R090_A003139_S050,BS_manning003/E01522N3585E03578N2685-BS-M774_E02374N3288_D010_S067D30R090_A003139_S050,1.157779343061822e-09
39889,39889,E01470N3877E01631N3641-BS-M809_E01538N3782_D010_S067D50R270_A012497_S042,BS_manning003/E01470N3877E01631N3641-BS-M809_E01538N3782_D010_S067D50R270_A012497_S042,6.852289825718021e-09
39890,39890,E01267N3753E01646N3535-BS-M680_E01551N3692_D010_S067D50R090_A000357_S016,BS_manning003/E01267N3753E01646N3535-BS-M680_E01551N3692_D010_S067D50R090_A000357_S016,4.709390263126823e-08
39891,39891,E01470N3877E01631N3641-BS-M754_E01513N3805_D010_S337D70R270_A003524_S022,BS_manning003/E01470N3877E01631N3641-BS-M754_E01513N3805_D010_S337D70R270_A003524_S022,1.6224614589479468e-08
39892,39892,E01522N3585E03578N2685-BS-M774_E01899N3467_D010_S022D70R090_A003139_S050,BS_manning003/E01522N3585E03578N2685-BS-M774_E01899N3467_D010_S022D70R090_A003139_S050,1.7943817895453535e-09
39893,39893,E01267N3753E01646N3535-BS-M754_E01530N3737_D091_S112D70R090_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D091_S112D70R090_A001972_S039,6.048136335439715e-09
39894,39894,E01446N4259E02038N3783-BS-M774_E01985N3872_D010_S067D50R090_A003139_S050,BS_manning003/E01446N4259E02038N3783-BS-M774_E01985N3872_D010_S067D50R090_A003139_S050,1.1587828652090433e-08
39895,39895,E01267N3753E01646N3535-BS-M732_E01547N3670_D010_S112D70R090_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01547N3670_D010_S112D70R090_A001180_S030,4.049436573051121e-09
39896,39896,E01267N3753E01646N3535-BS-M792_E01530N3737_D010_S202D70R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01530N3737_D010_S202D70R090_A004781_S062,3.467401249154963e-09
39897,39897,E01598N4052E01840N3892-BS-M792_E01731N3895_D010_S247D50R270_A008541_S034,BS_manning003/E01598N4052E01840N3892-BS-M792_E01731N3895_D010_S247D50R270_A008541_S034,6.7594004155226685e-09
39898,39898,E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S247D50R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S247D50R090_A004781_S062,1.6892965802930433e-08
39899,39899,E01267N3753E01646N3535-BS-M754_E01547N3670_D010_S067D90R090_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01547N3670_D010_S067D90R090_A001972_S039,9.135333235969115e-10
39900,39900,E01470N3877E01631N3641-BS-M774_E01603N3670_D010_S022D30R090_A005608_S028,BS_manning003/E01470N3877E01631N3641-BS-M774_E01603N3670_D010_S022D30R090_A005608_S028,3.078805201664455e-09
39901,39901,E01470N3877E01631N3641-BS-M754_E01555N3715_D010_S157D10R270_A003524_S022,BS_manning003/E01470N3877E01631N3641-BS-M754_E01555N3715_D010_S157D10R270_A003524_S022,4.532587139373779e-09
39902,39902,E01470N3877E01631N3641-BS-M792_E01513N3805_D010_S157D90R090_A008541_S034,BS_manning003/E01470N3877E01631N3641-BS-M792_E01513N3805_D010_S157D90R090_A008541_S034,1.0863101281522343e-09
39903,39903,E01470N3877E01631N3641-BS-M707_E01579N3692_D010_S337D70R180_A001205_S012,BS_manning003/E01470N3877E01631N3641-BS-M707_E01579N3692_D010_S337D70R180_A001205_S012,2.722697902411045e-06
39904,39904,E01267N3753E01646N3535-BS-M732_E01523N3692_D010_S022D50R270_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01523N3692_D010_S022D50R270_A001180_S030,4.7874724517548514e-08
39905,39905,E01470N3877E01631N3641-BS-M809_E01538N3782_D010_S202D70R270_A012497_S042,BS_manning003/E01470N3877E01631N3641-BS-M809_E01538N3782_D010_S202D70R270_A012497_S042,5.060086579710416e-09
39906,39906,E01470N3877E01631N3641-BS-M732_E01583N3715_D010_S337D10R090_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01583N3715_D010_S337D10R090_A002108_S017,7.064980417145482e-09
39907,39907,E01598N4052E01840N3892-BS-M774_E01769N3940_D010_S292D30R090_A005608_S028,BS_manning003/E01598N4052E01840N3892-BS-M774_E01769N3940_D010_S292D30R090_A005608_S028,1.3409319707582249e-08
39908,39908,E01267N3753E01646N3535-BS-M680_E01551N3692_D133_S022D50R270_A000357_S016,BS_manning003/E01267N3753E01646N3535-BS-M680_E01551N3692_D133_S022D50R270_A000357_S016,4.110603970357005e-08
39909,39909,E01889N4173E02097N3847-BS-M809_E01978N3962_D010_S292D30R090_A012497_S042,BS_manning003/E01889N4173E02097N3847-BS-M809_E01978N3962_D010_S292D30R090_A012497_S042,6.050384870815586e-08
39910,39910,E01470N3877E01631N3641-BS-M809_E01555N3715_D010_S067D70R090_A012497_S042,BS_manning003/E01470N3877E01631N3641-BS-M809_E01555N3715_D010_S067D70R090_A012497_S042,1.2005715185755502e-09
39911,39911,E01267N3753E01646N3535-BS-M680_E01551N3692_D010_S157D30R270_A000357_S016,BS_manning003/E01267N3753E01646N3535-BS-M680_E01551N3692_D010_S157D30R270_A000357_S016,1.9442938193151693e-08
39912,39912,E01267N3753E01646N3535-BS-M732_E01527N3715_D076_S112D70R090_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01527N3715_D076_S112D70R090_A001180_S030,1.14302866716104e-08
39913,39913,E01108N3882E01527N3690-BS-M792_E01481N3782_D010_S292D70R090_A008541_S034,BS_manning003/E01108N3882E01527N3690-BS-M792_E01481N3782_D010_S292D70R090_A008541_S034,3.569931165278031e-09
39914,39914,E01598N4052E01840N3892-BS-M774_E01798N3940_D010_S292D30R090_A005608_S028,BS_manning003/E01598N4052E01840N3892-BS-M774_E01798N3940_D010_S292D30R090_A005608_S028,1.5365814781512894e-08
39915,39915,E01598N4052E01840N3892-BS-M732_E01764N3917_D010_S292D70R090_A002108_S017,BS_manning003/E01598N4052E01840N3892-BS-M732_E01764N3917_D010_S292D70R090_A002108_S017,7.477417270887485e-09
39916,39916,E01267N3753E01646N3535-BS-M680_E01575N3670_D010_S022D70R090_A000357_S016,BS_manning003/E01267N3753E01646N3535-BS-M680_E01575N3670_D010_S022D70R090_A000357_S016,4.503262715647817e-09
39917,39917,E01267N3753E01646N3535-BS-M650_E01551N3692_D010_S247D50R090_A000178_S012,BS_manning003/E01267N3753E01646N3535-BS-M650_E01551N3692_D010_S247D50R090_A000178_S012,7.361000592591142e-08
39918,39918,E01470N3877E01631N3641-BS-M732_E01555N3715_D010_S157D30R090_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01555N3715_D010_S157D30R090_A002108_S017,2.8649256684518092e-08
39919,39919,E01470N3877E01631N3641-BS-M792_E01534N3760_D010_S202D50R270_A008541_S034,BS_manning003/E01470N3877E01631N3641-BS-M792_E01534N3760_D010_S202D50R270_A008541_S034,1.9590522588885224e-08
39920,39920,E01598N4052E01840N3892-BS-M809_E01798N3940_D010_S112D90R270_A012497_S042,BS_manning003/E01598N4052E01840N3892-BS-M809_E01798N3940_D010_S112D90R270_A012497_S042,4.4760276236819103e-10
39921,39921,E01470N3877E01631N3641-BS-M732_E01583N3715_D115_S202D10R090_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01583N3715_D115_S202D10R090_A002108_S017,8.24518407208826e-09
