idx,l2n,TRUE,truemax,id,eve_id,max_off,wave_period,dominant_period,mean_prob,dzmax,dzmin,dmax,lon,lat,max_absdz,event_type,Mag,SR
3069,0.008412285,675,0.628605306,BS_manning003/E01470N3877E01631N3641-BS-M650_E01559N3737_D010_S337D30R090_A000318_S006,E01470N3877E01631N3641-BS-M650_E01559N3737_D010_S337D30R090_A000318_S006,0.09,13,8,8.17626245406894e-08,0.001,-0.001,0.629,15.5904,37.3774,0.001,1,6.5,BS
3070,0.07211777,3458,2.296234607696533,BS_manning003/E01446N4259E02038N3783-BS-M754_E02004N3827_D172_S337D50R090_A001972_S039,E01446N4259E02038N3783-BS-M754_E02004N3827_D172_S337D50R090_A001972_S039,0.4,15,7.7,2.8252903311043188e-08,-0.001,-0.001,2.296,20.0408,38.2767,0.001,1,7.5435,BS
3071,0.033583507,1588,1.2406010627746582,BS_manning003/E01889N4173E02097N3847-BS-M732_E01920N3962_D010_S112D50R270_A002108_S017,E01889N4173E02097N3847-BS-M732_E01920N3962_D010_S112D50R270_A002108_S017,0.23,15,7.7,3.147937380721788e-08,0.001,0.001,1.241,19.2006,39.6257,0.001,1,7.3203,BS
3072,0.04000273,2125,1.306106448173523,BS_manning003/E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S202D10R090_A004781_S062,E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S202D10R090_A004781_S062,0.33,18,14.1,4.126388622558933e-09,-0.033,-0.037,1.306,15.0245,37.3774,0.037,1,7.928,BS
3073,0.6568854097579333,38715,5.560323238372803,BS_manning003/E01470N3877E01631N3641-BS-M809_E01555N3715_D010_S067D30R270_A012497_S042,E01470N3877E01631N3641-BS-M809_E01555N3715_D010_S067D30R270_A012497_S042,1.19,13,8.6,2.561088118675825e-09,1.516,1.006,5.56,15.5529,37.1526,1.516,0,8.0933,BS
3074,0.2034354853146687,6870,4.472338676452637,BS_manning003/E01267N3753E01646N3535-BS-M732_E01551N3692_D010_S247D10R090_A001180_S030,E01267N3753E01646N3535-BS-M732_E01551N3692_D010_S247D10R090_A001180_S030,0.45,13,8,7.195174527629998e-09,0.262,0.002,4.472,15.5157,36.9278,0.262,0,7.3203,BS
3075,0.057597591,3240,1.985134482383728,BS_manning003/E01108N3882E01527N3690-BS-M754_E01506N3760_D010_S292D30R270_A003524_S022,E01108N3882E01527N3690-BS-M754_E01506N3760_D010_S292D30R270_A003524_S022,0.39,18,7.7,7.097729718590236e-09,0.004,-0.002,1.985,15.0608,37.6022,0.004,1,7.5435,BS
3076,0.1051924447176723,4191,2.6611416339874268,BS_manning003/E01267N3753E01646N3535-BS-M707_E01575N3670_D062_S067D30R090_A000668_S023,E01267N3753E01646N3535-BS-M707_E01575N3670_D062_S067D30R090_A000668_S023,0.44,13,8,1.1225154268830376e-08,0.001,0.001,2.661,15.7595,36.7029,0.001,1,7.0737,BS
3077,0.070934663,2722,3.224163532,BS_manning003/E01470N3877E01631N3641-BS-M707_E01559N3737_D010_S292D10R270_A001194_S013,E01470N3877E01631N3641-BS-M707_E01559N3737_D010_S292D10R270_A001194_S013,0.32,13,8.6,3.613735531864323e-09,0.005,0.004,3.224,15.5904,37.3774,0.005,1,7.0737,BS
3078,0.002343128,421,0.3070001602172851,BS_manning003/E01267N3753E01646N3535-BS-M707_E01502N3737_D115_S067D50R270_A000668_S023,E01267N3753E01646N3535-BS-M707_E01502N3737_D115_S067D50R270_A000668_S023,0.08,0,8,6.251972165973034e-08,-0.008,-0.013,0.307,15.0245,37.3774,0.013,1,7.0737,BS
3079,1.0851593586372783,42336,15.19226074,BS_manning003/E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S292D70R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S292D70R270_A006995_S075,4.33,11,8.3,7.83038287666727e-10,-0.507,-0.881,15.192,15.3075,37.3774,0.881,0,8.0933,BS
3080,1.6041016385752362,86205,11.482749938964844,BS_manning003/E01267N3753E01646N3535-BS-M809_E01470N3715_D144_S292D70R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01470N3715_D144_S292D70R270_A006995_S075,1.98,16,8.3,1.203965743546786e-09,2.49,2.074,11.483,14.7066,37.1526,2.49,0,8.0933,BS
3081,1.2152745882420664,41207,14.00091839,BS_manning003/E01267N3753E01646N3535-BS-M809_E01540N3625_D010_S202D70R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01540N3625_D010_S202D70R090_A006995_S075,2.88,12,8,6.24510494834934e-10,-0.117,-0.344,14.001,15.4068,36.2533,0.344,0,8.0933,BS
3082,0.042759335,2645,1.1346460580825806,BS_manning003/E01470N3877E01631N3641-BS-M732_E01559N3737_D115_S247D50R090_A002108_S017,E01470N3877E01631N3641-BS-M732_E01559N3737_D115_S247D50R090_A002108_S017,0.34,19,8.3,4.3082791096643136e-08,0.039,-0.022,1.135,15.5904,37.3774,0.039,1,7.3203,BS
3083,0.095752748,6612,2.4612128734588623,BS_manning003/E01267N3753E01646N3535-BS-M774_E01495N3692_D010_S022D10R090_A003139_S050,E01267N3753E01646N3535-BS-M774_E01495N3692_D010_S022D10R090_A003139_S050,0.38,13,26.7,4.544660365455374e-09,1.124,0.092,2.461,14.9532,36.9278,1.124,0,7.7453,BS
3084,1.5909065844631969,60662,13.799307823181152,BS_manning003/E01267N3753E01646N3535-BS-M809_E01544N3647_D010_S202D30R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01544N3647_D010_S202D30R090_A006995_S075,3.75,15,7.7,1.4721451831137683e-09,0.585,0.291,13.799,15.4427,36.4781,0.585,0,8.0933,BS
3085,0.006296539,650,0.4174457192420959,BS_manning003/E01267N3753E01646N3535-BS-M680_E01530N3737_D051_S157D50R090_A000357_S016,E01267N3753E01646N3535-BS-M680_E01530N3737_D051_S157D50R090_A000357_S016,0.08,19,12.6,4.231852201462409e-08,0.005,0.004,0.417,15.3075,37.3774,0.005,1,6.8012,BS
3086,0.1948019233423384,7132,4.3949360847473145,BS_manning003/E01267N3753E01646N3535-BS-M732_E01547N3670_D076_S112D30R270_A001180_S030,E01267N3753E01646N3535-BS-M732_E01547N3670_D076_S112D30R270_A001180_S030,0.6,15,8,5.554631177149177e-09,0.014,-0.008,4.395,15.479,36.7029,0.014,1,7.3203,BS
3087,0.019026259,916,1.0202009677886963,BS_manning003/E01267N3753E01646N3535-BS-M707_E01523N3692_D168_S202D30R090_A000668_S023,E01267N3753E01646N3535-BS-M707_E01523N3692_D168_S202D30R090_A000668_S023,0.33,16,8,6.001133503484432e-08,-0.074,-0.423,1.02,15.2345,36.9278,0.423,0,7.0737,BS
3088,0.050130711,2333,1.733177661895752,BS_manning003/E01446N4259E02038N3783-BS-M732_E01975N3827_D142_S337D50R090_A001180_S030,E01446N4259E02038N3783-BS-M732_E01975N3827_D142_S337D50R090_A001180_S030,0.3,14,8.3,1.9986432737260852e-08,0.001,0.001,1.733,19.7544,38.2767,0.001,1,7.3203,BS
3089,0.3233999874065129,11489,6.643142223358154,BS_manning003/E01470N3877E01631N3641-BS-M754_E01534N3760_D010_S292D50R090_A003524_S022,E01470N3877E01631N3641-BS-M754_E01534N3760_D010_S292D50R090_A003524_S022,0.98,11,7.7,3.987249889564324e-08,0.025,0.01,6.643,15.3446,37.6022,0.025,1,7.5435,BS
3090,0.1944868580778163,6589,5.091869831085205,BS_manning003/E01522N3585E03578N2685-BS-M754_E01836N3422_D010_S247D50R270_A001972_S039,E01522N3585E03578N2685-BS-M754_E01836N3422_D010_S247D50R270_A001972_S039,0.53,13,8.6,1.3971473724750222e-09,0.001,0.001,5.092,18.3642,34.2298,0.001,1,7.5435,BS
3091,0.094775429,5585,2.651951551437378,BS_manning003/E01470N3877E01631N3641-BS-M754_E01538N3782_D010_S247D70R090_A003524_S022,E01470N3877E01631N3641-BS-M754_E01538N3782_D010_S247D70R090_A003524_S022,0.56,13,7.7,1.3100756872293757e-08,0.022,0.013,2.652,15.3821,37.8271,0.022,1,7.5435,BS
3092,0.1811605464570363,8799,3.9036145210266113,BS_manning003/E01267N3753E01646N3535-BS-M754_E01523N3692_D172_S112D50R270_A001972_S039,E01267N3753E01646N3535-BS-M754_E01523N3692_D172_S112D50R270_A001972_S039,0.28,14,26.7,3.7366634982527536e-08,0.988,0.214,3.904,15.2345,36.9278,0.988,0,7.5435,BS
3093,0.1193235778230753,7454,2.5022318363189697,BS_manning003/E01470N3877E01631N3641-BS-M732_E01555N3715_D010_S112D10R090_A002108_S017,E01470N3877E01631N3641-BS-M732_E01555N3715_D010_S112D10R090_A002108_S017,0.48,14,8.6,1.1619832501631416e-08,0.373,0.042,2.502,15.5529,37.1526,0.373,0,7.3203,BS
3094,0.1558903594835736,6362,3.750634431838989,BS_manning003/E01522N3585E03578N2685-BS-M774_E01692N3535_D010_S022D30R090_A003139_S050,E01522N3585E03578N2685-BS-M774_E01692N3535_D010_S022D30R090_A003139_S050,0.58,12,7.7,7.110890874376853e-10,-0.002,-0.004,3.751,16.9211,35.3539,0.004,1,7.7453,BS
3095,0.1837325847973625,9886,3.6371254920959473,BS_manning003/E01446N4259E02038N3783-BS-M792_E01933N3895_D010_S292D30R090_A004781_S062,E01446N4259E02038N3783-BS-M792_E01933N3895_D010_S292D30R090_A004781_S062,1.08,16,8.3,1.6500486467454307e-09,-0.001,-0.001,3.637,19.3344,38.9512,0.001,1,7.928,BS
3096,0.1393356679491778,4796,4.194673061,BS_manning003/E01446N4259E02038N3783-BS-M732_E01975N3827_D010_S337D50R090_A001180_S030,E01446N4259E02038N3783-BS-M732_E01975N3827_D010_S337D50R090_A001180_S030,0.69,12,8.3,1.9986432737260852e-08,0.001,0.001,4.195,19.7544,38.2767,0.001,1,7.3203,BS
3097,0.7149407672034266,26816,9.279853821,BS_manning003/E01267N3753E01646N3535-BS-M809_E01495N3692_D010_S112D30R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01495N3692_D010_S112D30R270_A006995_S075,2.14,15,8,3.2911835283848443e-09,3.318,-0.433,9.28,14.9532,36.9278,3.318,0,8.0933,BS
3098,0.1523093274682441,8441,3.498266696929932,BS_manning003/E01889N4173E02097N3847-BS-M809_E02031N3940_D010_S292D50R090_A012497_S042,E01889N4173E02097N3847-BS-M809_E02031N3940_D010_S292D50R090_A012497_S042,0.88,15,8,4.208725693178885e-09,0.001,-0.001,3.498,20.3121,39.4009,0.001,1,8.0933,BS
3099,0.1912212833679699,8082,4.394531726837158,BS_manning003/E01964N3926E02184N3685-BS-M754_E02022N3782_D010_S157D90R270_A003524_S022,E01964N3926E02184N3685-BS-M754_E02022N3782_D010_S157D90R270_A003524_S022,0.62,12,8.6,2.578219523730583e-09,0.001,0.001,4.395,20.221,37.8271,0.001,1,7.5435,BS
3100,0.4291723898220893,17810,7.186932087,BS_manning003/E01522N3585E03578N2685-BS-M809_E01895N3445_D010_S067D50R090_A006995_S075,E01522N3585E03578N2685-BS-M809_E01895N3445_D010_S067D50R090_A006995_S075,1.39,14,8,4.661892859400882e-10,-0.004,-0.004,7.187,18.9508,34.4546,0.004,1,8.0933,BS
3101,0.2645471706544762,11946,4.82427454,BS_manning003/E01446N4259E02038N3783-BS-M809_E01985N3872_D010_S337D30R270_A006995_S075,E01446N4259E02038N3783-BS-M809_E01985N3872_D010_S337D30R270_A006995_S075,1.16,13,8,2.311310114121928e-09,0.007,0.007,4.824,19.8593,38.7264,0.007,1,8.0933,BS
3102,1.5307148784544606,60695,20.12916183,BS_manning003/E01267N3753E01646N3535-BS-M774_E01551N3692_D010_S157D90R270_A003139_S050,E01267N3753E01646N3535-BS-M774_E01551N3692_D010_S157D90R270_A003139_S050,3.26,12,7.7,1.808359051800789e-09,1.344,0.588,20.129,15.5157,36.9278,1.344,0,7.7453,BS
3103,0.028400641,1408,1.3137363195419312,BS_manning003/E01470N3877E01631N3641-BS-M707_E01534N3760_D010_S292D50R270_A001194_S013,E01470N3877E01631N3641-BS-M707_E01534N3760_D010_S292D50R270_A001194_S013,0.19,13,9.6,7.42163506275612e-08,0.001,0.001,1.314,15.3446,37.6022,0.001,1,7.0737,BS
3104,0.3777674698762455,14294,10.31700038909912,BS_manning003/E01108N3882E01527N3690-BS-M792_E01509N3782_D010_S112D70R090_A008541_S034,E01108N3882E01527N3690-BS-M792_E01509N3782_D010_S112D70R090_A008541_S034,1.7,11,7.7,1.341420515813081e-09,-0.051,-0.08,10.317,15.0974,37.8271,0.08,1,7.928,BS
3105,0.3638716969458936,7759,7.426768303,BS_manning003/E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S157D50R270_A001972_S039,E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S157D50R270_A001972_S039,0.8,17,8.3,3.812978877550678e-08,2.345,-0.713,7.427,15.2345,36.9278,2.345,0,7.5435,BS
3106,0.056275428,2195,2.227749347686768,BS_manning003/E01889N4173E02097N3847-BS-M774_E02038N3850_D010_S112D70R090_A005608_S028,E01889N4173E02097N3847-BS-M774_E02038N3850_D010_S112D70R090_A005608_S028,0.37,13,8.3,1.253533819916972e-08,0.001,0.001,2.228,20.3811,38.5016,0.001,1,7.7453,BS
3107,0.1352065268488923,7937,3.000281810760498,BS_manning003/E01267N3753E01646N3535-BS-M774_E01564N3602_D107_S292D50R090_A003139_S050,E01267N3753E01646N3535-BS-M774_E01564N3602_D107_S292D50R090_A003139_S050,0.73,17,8,2.24247864387789e-09,0.014,0.01,3,15.6493,36.0284,0.014,1,7.7453,BS
3108,0.032086442,982,2.148404121398926,BS_manning003/E01267N3753E01646N3535-BS-M792_E01495N3692_D010_S022D10R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01495N3692_D010_S022D10R270_A004781_S062,0.54,15,8.3,6.2674505815764e-10,-0.263,-1.398,2.148,14.9532,36.9278,1.398,0,7.928,BS
3109,0.1789791683703689,7746,4.1238884925842285,BS_manning003/E01598N4052E01840N3892-BS-M774_E01759N3895_D010_S112D50R090_A005608_S028,E01598N4052E01840N3892-BS-M774_E01759N3895_D010_S112D50R090_A005608_S028,1.05,14,8.6,1.7709558466990052e-08,-0.002,-0.002,4.124,17.5998,38.9512,0.002,1,7.7453,BS
3110,0.401169848,15224,6.079925060272217,BS_manning003/E01267N3753E01646N3535-BS-M792_E01491N3670_D010_S067D10R090_A004781_S062,E01267N3753E01646N3535-BS-M792_E01491N3670_D010_S067D10R090_A004781_S062,1.04,14,7.7,2.0910133577802843e-09,-0.031,-0.059,6.08,14.9182,36.7029,0.059,1,7.928,BS
3111,0.066809121,2571,2.1550774574279785,BS_manning003/E01267N3753E01646N3535-BS-M680_E01551N3692_D092_S247D50R270_A000357_S016,E01267N3753E01646N3535-BS-M680_E01551N3692_D092_S247D50R270_A000357_S016,0.28,14,7.7,4.3059549625105625e-08,0.045,-0.005,2.155,15.5157,36.9278,0.045,1,6.8012,BS
3112,0.2617473171623686,11558,5.104076862335205,BS_manning003/E01446N4259E02038N3783-BS-M792_E01985N3872_D010_S337D50R090_A004781_S062,E01446N4259E02038N3783-BS-M792_E01985N3872_D010_S337D50R090_A004781_S062,0.93,13,8.6,5.641345815306712e-09,-0.004,-0.004,5.104,19.8593,38.7264,0.004,1,7.928,BS
3113,0.02062893,1269,0.7739279866218567,BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D208_S022D30R270_A001180_S030,E01267N3753E01646N3535-BS-M732_E01530N3737_D208_S022D30R270_A001180_S030,0.21,18,8.6,1.240287915110241e-08,0.201,-0.011,0.774,15.3075,37.3774,0.201,0,7.3203,BS
3114,0.2209189163530874,8040,5.487061023712158,BS_manning003/E01522N3585E03578N2685-BS-M754_E01664N3535_D010_S067D70R090_A001972_S039,E01522N3585E03578N2685-BS-M754_E01664N3535_D010_S067D70R090_A001972_S039,0.63,13,8,6.21042292368367e-10,-0.001,-0.002,5.487,16.6455,35.3539,0.002,1,7.5435,BS
3115,0.4343560906787151,16559,6.069003582000732,BS_manning003/E01267N3753E01646N3535-BS-M754_E01551N3692_D091_S022D50R270_A001972_S039,E01267N3753E01646N3535-BS-M754_E01551N3692_D091_S022D50R270_A001972_S039,1.92,14,7.7,2.6829479183293336e-08,-0.074,-0.187,6.069,15.5157,36.9278,0.187,0,7.5435,BS
3116,0.1126992849239053,7410,2.6101927757263184,BS_manning003/E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S022D30R270_A003139_S050,E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S022D30R270_A003139_S050,0.74,19,8.6,8.252177661167788e-09,0.967,-0.169,2.61,15.3075,37.3774,0.967,0,7.7453,BS
3117,0.022558907,1160,1.0912483930587769,BS_manning003/E01470N3877E01631N3641-BS-M680_E01559N3737_D010_S157D70R090_A000638_S009,E01470N3877E01631N3641-BS-M680_E01559N3737_D010_S157D70R090_A000638_S009,0.24,14,8.6,1.7562910474817905e-08,-0.001,-0.002,1.091,15.5904,37.3774,0.002,1,6.8012,BS
3118,0.3109464839938249,18153,4.452425956726074,BS_manning003/E01267N3753E01646N3535-BS-M754_E01498N3715_D172_S292D30R270_A001972_S039,E01267N3753E01646N3535-BS-M754_E01498N3715_D172_S292D30R270_A001972_S039,0.59,16,7.5,3.2062655185910345e-08,1.061,0.591,4.452,14.9887,37.1526,1.061,0,7.5435,BS
3119,0.003480805,431,0.3732191324234009,BS_manning003/E01267N3753E01646N3535-BS-M754_E01498N3715_D172_S022D50R090_A001972_S039,E01267N3753E01646N3535-BS-M754_E01498N3715_D172_S022D50R090_A001972_S039,0.18,18,8.3,7.483262780984836e-08,-0.04,-0.333,0.373,14.9887,37.1526,0.333,0,7.5435,BS
3120,0.1082662058122706,2018,4.099561691,BS_manning003/E01267N3753E01646N3535-BS-M792_E01470N3715_D010_S292D30R090_A004781_S062,E01267N3753E01646N3535-BS-M792_E01470N3715_D010_S292D30R090_A004781_S062,0.46,16,7.5,8.811781959897883e-09,-0.15,-1.879,4.1,14.7066,37.1526,1.879,0,7.928,BS
3121,0.7192442364022638,37723,9.393153190612791,BS_manning003/E01267N3753E01646N3535-BS-M792_E01495N3692_D125_S112D70R090_A004781_S062,E01267N3753E01646N3535-BS-M792_E01495N3692_D125_S112D70R090_A004781_S062,1.52,18,7.7,2.868558571403699e-09,0.837,0.608,9.393,14.9532,36.9278,0.837,0,7.928,BS
3122,0.292304319,11233,5.750858306884766,BS_manning003/E01470N3877E01631N3641-BS-M754_E01555N3715_D010_S022D50R270_A003524_S022,E01470N3877E01631N3641-BS-M754_E01555N3715_D010_S022D50R270_A003524_S022,1.51,11,8.6,5.6056181113034665e-08,0.971,-0.373,5.751,15.5529,37.1526,0.971,0,7.5435,BS
3123,0,312,0.1626201868057251,BS_manning003/E01267N3753E01646N3535-BS-M707_E01502N3737_D168_S292D50R090_A000668_S023,E01267N3753E01646N3535-BS-M707_E01502N3737_D168_S292D50R090_A000668_S023,0.05,0,12.6,6.387337979322476e-08,0.018,0.001,0.163,15.0245,37.3774,0.018,1,7.0737,BS
3124,0.3814126771718406,10640,8.452760696411133,BS_manning003/E01267N3753E01646N3535-BS-M707_E01551N3692_D010_S022D90R090_A000668_S023,E01267N3753E01646N3535-BS-M707_E01551N3692_D010_S022D90R090_A000668_S023,0.91,12,8,1.064529936628288e-08,0.135,0.025,8.453,15.5157,36.9278,0.135,0,7.0737,BS
3125,0.1894618768594923,9512,3.3842053413391118,BS_manning003/E01522N3585E03578N2685-BS-M774_E02353N3310_D010_S247D70R270_A003139_S050,E01522N3585E03578N2685-BS-M774_E02353N3310_D010_S247D70R270_A003139_S050,0.79,15,7.7,1.078792423444909e-09,0.001,0.001,3.384,23.5328,33.1056,0.001,1,7.7453,BS
3126,0.095144181,4165,2.703831195831299,BS_manning003/E01522N3585E03578N2685-BS-M754_E01848N3490_D010_S247D50R270_A001972_S039,E01522N3585E03578N2685-BS-M754_E01848N3490_D010_S247D50R270_A001972_S039,0.34,13,8,2.028538219116822e-09,0.001,0.001,2.704,18.4894,34.9043,0.001,1,7.5435,BS
3127,0.4672231591675962,18432,7.603504657745361,BS_manning003/E01522N3585E03578N2685-BS-M809_E01918N3422_D010_S067D50R090_A006995_S075,E01522N3585E03578N2685-BS-M809_E01918N3422_D010_S067D50R090_A006995_S075,1.55,13,8,5.144484359892635e-10,-0.004,-0.004,7.604,19.18,34.2298,0.004,1,8.0933,BS
3128,1.7865602622332035,95316,16.230697631835938,BS_manning003/E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S337D70R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S337D70R270_A004781_S062,0.75,17,26.7,3.925242600526531e-09,3.283,1.788,16.231,15.0245,37.3774,3.283,0,7.928,BS
3129,0.1241392060326282,4743,4.322814464569092,BS_manning003/E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S157D10R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S157D10R090_A006995_S075,1.3,13,8.6,2.193759824769001e-09,0.018,-1.106,4.323,15.2708,37.1526,1.106,0,8.0933,BS
3130,0.0301329,1294,1.7180981636047363,BS_manning003/E01470N3877E01631N3641-BS-M650_E01555N3715_D010_S112D50R090_A000318_S006,E01470N3877E01631N3641-BS-M650_E01555N3715_D010_S112D50R090_A000318_S006,0.2,13,7.7,1.3849550903236644e-07,0.002,0.001,1.718,15.5529,37.1526,0.002,1,6.5,BS
3131,0.2374558055945031,9514,4.643253803253174,BS_manning003/E01522N3585E03578N2685-BS-M792_E02165N3310_D010_S022D50R090_A004781_S062,E01522N3585E03578N2685-BS-M792_E02165N3310_D010_S022D50R090_A004781_S062,1.06,14,9.2,1.4511322728455e-09,-0.001,-0.001,4.643,21.654,33.1056,0.001,1,7.928,BS
3132,0.2723800815899515,14821,4.178820610046387,BS_manning003/E01267N3753E01646N3535-BS-M792_E01502N3737_D125_S067D50R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01502N3737_D125_S067D50R270_A004781_S062,1.56,16,7.5,1.4553347885933084e-08,0.097,-0.042,4.179,15.0245,37.3774,0.097,1,7.928,BS
3133,2.1411506664662263,85384,19.02856063842773,BS_manning003/E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S202D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S202D50R270_A006995_S075,5.63,11,7.7,2.833808778602157e-09,2.116,0.474,19.029,15.1631,36.4781,2.116,0,8.0933,BS
3134,0.2967342698880536,11221,6.033352375030518,BS_manning003/E01446N4259E02038N3783-BS-M792_E01951N3850_D010_S337D30R270_A004781_S062,E01446N4259E02038N3783-BS-M792_E01951N3850_D010_S337D30R270_A004781_S062,1.21,11,8.6,1.660818208381119e-09,0.004,0.004,6.033,19.5192,38.5016,0.004,1,7.928,BS
3135,0.019107442,1062,0.8904752731323242,BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D062_S157D70R090_A000668_S023,E01267N3753E01646N3535-BS-M707_E01530N3737_D062_S157D70R090_A000668_S023,0.19,13,8,9.072353734407848e-09,-0.013,-0.072,0.89,15.3075,37.3774,0.072,1,7.0737,BS
3136,0.07538077,3094,2.458160877227783,BS_manning003/E01470N3877E01631N3641-BS-M707_E01603N3670_D094_S022D30R270_A001194_S013,E01470N3877E01631N3641-BS-M707_E01603N3670_D094_S022D30R270_A001194_S013,0.33,13,7.7,1.2184551964563027e-08,0.001,0.001,2.458,16.0399,36.7029,0.001,1,7.0737,BS
3137,0.058165792,2854,2.178049087524414,BS_manning003/E01108N3882E01527N3690-BS-M754_E01506N3760_D010_S112D30R270_A003524_S022,E01108N3882E01527N3690-BS-M754_E01506N3760_D010_S112D30R270_A003524_S022,0.35,18,8,3.96004974429886e-09,-0.025,-0.053,2.178,15.0608,37.6022,0.053,1,7.5435,BS
3138,0.028416374,1466,1.049803376197815,BS_manning003/E01470N3877E01631N3641-BS-M707_E01538N3782_D010_S112D50R270_A001194_S013,E01470N3877E01631N3641-BS-M707_E01538N3782_D010_S112D50R270_A001194_S013,0.18,13,12.6,7.827384753569269e-08,0.001,0.001,1.05,15.3821,37.8271,0.001,1,7.0737,BS
3139,1.389970730923275,60224,15.37381076812744,BS_manning003/E01470N3877E01631N3641-BS-M809_E01579N3692_D010_S022D70R090_A012497_S042,E01470N3877E01631N3641-BS-M809_E01579N3692_D010_S022D70R090_A012497_S042,3.83,12,7.7,5.83873268240731e-10,0.585,0.373,15.374,15.797,36.9278,0.585,0,8.0933,BS
3140,0.012808693,299,1.2664318084716797,BS_manning003/E01267N3753E01646N3535-BS-M774_E01527N3715_D107_S022D50R090_A003139_S050,E01267N3753E01646N3535-BS-M774_E01527N3715_D107_S022D50R090_A003139_S050,1.27,11,26.7,2.3335029982045426e-08,-0.924,-1.969,1.266,15.2708,37.1526,1.969,0,7.7453,BS
3141,0.02844918,1758,1.0925908088684082,BS_manning003/E01889N4173E02097N3847-BS-M809_E01989N4007_D010_S292D30R090_A012497_S042,E01889N4173E02097N3847-BS-M809_E01989N4007_D010_S292D30R090_A012497_S042,0.26,17,8.6,2.514064499241458e-07,-0.002,-0.002,1.093,19.8947,40.0754,0.002,1,8.0933,BS
3142,0.03400142,2162,1.070934534072876,BS_manning003/E01108N3882E01527N3690-BS-M774_E01484N3805_D010_S292D50R090_A005608_S028,E01108N3882E01527N3690-BS-M774_E01484N3805_D010_S292D50R090_A005608_S028,0.27,22,12.6,1.1652924073339334e-08,0.013,0.007,1.071,14.849,38.0519,0.013,1,7.7453,BS
3143,0.4438093396266799,26158,6.7830119132995605,BS_manning003/E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S067D30R090_A004781_S062,E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S067D30R090_A004781_S062,1.92,18,7.5,1.1734052436949631e-08,0.314,0.127,6.783,15.0245,37.3774,0.314,0,7.928,BS
3144,0.1867443943809139,8562,5.331436634063721,BS_manning003/E01446N4259E02038N3783-BS-M809_E01957N3872_D010_S337D10R090_A006995_S075,E01446N4259E02038N3783-BS-M809_E01957N3872_D010_S337D10R090_A006995_S075,0.63,15,8.6,5.402258334684061e-10,-0.002,-0.002,5.331,19.5711,38.7264,0.002,1,8.0933,BS
3145,0.1034550910067364,3426,2.7353157997131348,BS_manning003/E01267N3753E01646N3535-BS-M774_E01523N3692_D107_S337D30R090_A003139_S050,E01267N3753E01646N3535-BS-M774_E01523N3692_D107_S337D30R090_A003139_S050,1.01,18,8.3,1.8877839309623444e-08,-0.169,-1.369,2.735,15.2345,36.9278,1.369,0,7.7453,BS
3146,0.058687897,3021,1.8783544301986692,BS_manning003/E01598N4052E01840N3892-BS-M774_E01702N3895_D010_S247D50R090_A005608_S028,E01598N4052E01840N3892-BS-M774_E01702N3895_D010_S247D50R090_A005608_S028,0.37,15,8,2.0165183685188163e-08,0.004,0.004,1.878,17.0216,38.9512,0.004,1,7.7453,BS
3147,0.2094959583649722,12372,3.889258861541748,BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D172_S112D30R090_A001972_S039,E01267N3753E01646N3535-BS-M754_E01530N3737_D172_S112D30R090_A001972_S039,0.95,15,8.3,1.5411818878180517e-08,0.196,0.158,3.889,15.3075,37.3774,0.196,0,7.5435,BS
3148,1.4761122424034994,69105,15.186419486999512,BS_manning003/E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S067D50R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S067D50R090_A006995_S075,2.55,12,7.7,2.566522523325633e-09,0.214,0.109,15.186,15.1631,36.4781,0.214,0,8.0933,BS
