ID	Source_Region	Type	Mag	lon	lat	SlipModel	Scaling	RuptureModel	Rigidity	Depth	Strike	Dip	Rake	Length	Area	Slip	Location	LocationCount
E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02308N3607_S003	E02113N3823E02873N3483	PS	8.61	23.08	36.07	S003	Str	PNo	Var								36072308	68.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M850_E01668N3838_S000	E01548N3896E01854N3659	PS	8.5	16.68	38.38	S000	Str	PYes	Hom								38381668	8.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01695N3801_S000	E01548N3896E01854N3659	PS	8.5	16.95	38.01	S000	Mur	PYes	Hom								38011695	35.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02434N3452_S005	E02020N3739E02658N3366	PS	9.02	24.34	34.52	S005	Str	PYes	Var								34522434	87.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01639N3751_S000	E01548N3896E01854N3659	PS	8.24	16.39	37.51	S000	Str	PYes	Hom								37511639	19.0
E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02333N3573_S003	E02113N3823E02873N3483	PS	8.61	23.33	35.73	S003	Str	PNo	Var								35722333	60.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02194N3581_S002	E02020N3739E02658N3366	PS	9.02	21.94	35.81	S002	Str	PYes	Var								35812194	117.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01787N3864_S000	E01548N3896E01854N3659	PS	7.54	17.87	38.64	S000	Str	PYes	Var								38641787	17.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01734N3775_S000	E01548N3896E01854N3659	PS	8.5	17.34	37.75	S000	Mur	PYes	Hom								37751734	39.0
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02451N3450_S002	E02020N3739E02658N3366	PS	8.88	24.51	34.5	S002	Mur	PYes	Hom								34502451	82.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01652N3742_S000	E01548N3896E01854N3659	PS	7.92	16.52	37.42	S000	Str	PYes	Hom								37421652	18.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02245N3515_S004	E02020N3739E02658N3366	PS	8.88	22.45	35.15	S004	Str	PYes	Hom								35152245	130.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02236N3526_S003	E02020N3739E02658N3366	PS	9.02	22.36	35.26	S003	Str	PYes	Hom								35262236	131.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01673N3781_S000	E01548N3896E01854N3659	PS	8.24	16.73	37.81	S000	Mur	PYes	Hom								37811673	38.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01599N3796_S000	E01548N3896E01854N3659	PS	7.92	15.99	37.96	S000	Mur	PYes	Hom								37961599	22.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02359N3451_S003	E02020N3739E02658N3366	PS	8.88	23.59	34.51	S003	Str	PYes	Var								34512359	91.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02348N3591_S004	E02113N3823E02873N3483	PS	8.71	23.48	35.91	S004	Str	PNo	Hom								35902348	40.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02311N3485_S001	E02020N3739E02658N3366	PS	8.88	23.11	34.85	S001	Str	PYes	Hom								34852311	133.0
E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02207N3659_S001	E02020N3739E02658N3366	PS	8.61	22.07	36.59	S001	Str	PNo	Var								36592207	43.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02287N3501_S002	E02020N3739E02658N3366	PS	9.02	22.87	35.01	S002	Str	PYes	Var								35012287	116.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01666N3714_S000	E01548N3896E01854N3659	PS	8.5	16.66	37.14	S000	Str	PYes	Var								37141666	30.0
E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01701N3725_S000	E01548N3896E01854N3659	PS	8.24	17.01	37.25	S000	Mur	PYes	Var								37251701	37.0
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02217N3548_S001	E02020N3739E02658N3366	PS	8.88	22.17	35.48	S001	Mur	PYes	Hom								35472217	131.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02434N3452_S005	E02020N3739E02658N3366	PS	9.02	24.34	34.52	S005	Str	PYes	Hom								34522434	87.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02287N3501_S004	E02020N3739E02658N3366	PS	9.02	22.87	35.01	S004	Str	PYes	Hom								35012287	116.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02287N3501_S003	E02020N3739E02658N3366	PS	8.88	22.87	35.01	S003	Str	PYes	Hom								35012287	116.0
E01577N3897E01966N3571-PS-Mur_PYes_Var-M754_E01851N3818_S000	E01577N3897E01966N3571	PS	7.54	18.51	38.18	S000	Mur	PYes	Var								38181851	11.0
E02113N3823E02873N3483-PS-Str_PNo_Var-M880_E02348N3591_S002	E02113N3823E02873N3483	PS	8.8	23.48	35.91	S002	Str	PNo	Var								35902348	40.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M850_E02280N3610_S000	E02113N3823E02873N3483	PS	8.5	22.8	36.1	S000	Str	PNo	Hom								36102280	57.0
E01849N3766E02950N3220-PS-Str_PYes_Var-M861_E02061N3628_S004	E01849N3766E02950N3220	PS	8.61	20.61	36.28	S004	Str	PYes	Var								36282061	37.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02478N3458_S002	E02020N3739E02658N3366	PS	9.02	24.78	34.58	S002	Str	PYes	Var								34582478	24.0
E01577N3897E01966N3571-PS-Mur_PYes_Var-M732_E01752N3690_S000	E01577N3897E01966N3571	PS	7.32	17.52	36.9	S000	Mur	PYes	Var								36901752	36.0
E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02218N3671_S005	E02113N3823E02873N3483	PS	8.61	22.18	36.71	S005	Str	PNo	Var								36712218	52.0
E01517N3917E01678N3772-PS-Str_PYes_Hom-M732_E01587N3805_S000	E01517N3917E01678N3772	PS	7.32	15.87	38.05	S000	Str	PYes	Hom								38041587	32.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02144N3587_S003	E02020N3739E02658N3366	PS	9.02	21.44	35.87	S003	Str	PYes	Hom								35862144	107.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02209N3537_S004	E02020N3739E02658N3366	PS	9.02	22.09	35.37	S004	Str	PYes	Var								35362209	127.0
E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02204N3672_S000	E02020N3739E02658N3366	PS	8.5	22.04	36.72	S000	Mur	PYes	Var								36722204	57.0
E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02335N3600_S003	E02113N3823E02873N3483	PS	8.71	23.35	36.0	S003	Str	PNo	Var								36002335	50.0
E01849N3766E02950N3220-PS-Str_PYes_Var-M871_E02072N3658_S003	E01849N3766E02950N3220	PS	8.71	20.72	36.58	S003	Str	PYes	Var								36582072	48.0
E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02272N3638_S004	E02113N3823E02873N3483	PS	8.71	22.72	36.38	S004	Str	PNo	Var								36382272	66.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01778N3834_S000	E01548N3896E01854N3659	PS	8.37	17.78	38.34	S000	Str	PYes	Hom								38341778	32.0
E01577N3897E01966N3571-PS-Str_PYes_Var-M792_E01774N3710_S000	E01577N3897E01966N3571	PS	7.92	17.74	37.1	S000	Str	PYes	Var								37101773	38.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01636N3789_S000	E01548N3896E01854N3659	PS	8.37	16.36	37.89	S000	Str	PYes	Hom								37891636	30.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02404N3535_S005	E02113N3823E02873N3483	PS	8.61	24.04	35.35	S005	Mur	PNo	Hom								35352404	20.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02229N3514_S002	E02020N3739E02658N3366	PS	9.02	22.29	35.14	S002	Str	PYes	Hom								35142229	121.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02260N3491_S005	E02020N3739E02658N3366	PS	9.02	22.6	34.91	S005	Str	PYes	Var								34902260	117.0
E02113N3823E02873N3483-PS-Str_PYes_Hom-M837_E02235N3671_S000	E02113N3823E02873N3483	PS	8.37	22.35	36.71	S000	Str	PYes	Hom								36712235	42.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02287N3501_S005	E02020N3739E02658N3366	PS	9.02	22.87	35.01	S005	Str	PYes	Hom								35012287	116.0
E01577N3897E01966N3571-PS-Mur_PYes_Var-M809_E01762N3719_S000	E01577N3897E01966N3571	PS	8.09	17.62	37.19	S000	Mur	PYes	Var								37191762	29.0
E01577N3897E01966N3571-PS-Mur_PYes_Var-M754_E01752N3690_S000	E01577N3897E01966N3571	PS	7.54	17.52	36.9	S000	Mur	PYes	Var								36901752	36.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01725N3727_S000	E01548N3896E01854N3659	PS	8.5	17.25	37.27	S000	Mur	PYes	Hom								37271725	39.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M880_E02363N3584_S005	E02113N3823E02873N3483	PS	8.8	23.63	35.84	S005	Str	PNo	Hom								35842363	30.0
E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02294N3618_S004	E02113N3823E02873N3483	PS	8.71	22.94	36.18	S004	Str	PNo	Var								36182294	54.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02144N3587_S001	E02020N3739E02658N3366	PS	9.02	21.44	35.87	S001	Str	PYes	Hom								35862144	107.0
E01548N3896E01854N3659-PS-Str_PNo_Hom-M792_E01622N3816_S000	E01548N3896E01854N3659	PS	7.92	16.22	38.16	S000	Str	PNo	Hom								38151622	28.0
E01964N3926E02184N3685-PS-Mur_PNo_Hom-M809_E02103N3738_S000	E01964N3926E02184N3685	PS	8.09	21.03	37.38	S000	Mur	PNo	Hom								37382103	36.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02188N3566_S005	E02020N3739E02658N3366	PS	8.88	21.88	35.66	S005	Str	PYes	Var								35652188	132.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01679N3705_S000	E01548N3896E01854N3659	PS	8.5	16.79	37.05	S000	Str	PYes	Var								37041679	34.0
E01577N3897E01966N3571-PS-Mur_PYes_Var-M837_E01797N3730_S000	E01577N3897E01966N3571	PS	8.37	17.97	37.3	S000	Mur	PYes	Var								37291797	30.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01735N3756_S000	E01548N3896E01854N3659	PS	8.5	17.35	37.56	S000	Str	PYes	Var								37561735	19.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01616N3730_S000	E01548N3896E01854N3659	PS	7.92	16.16	37.3	S000	Mur	PYes	Hom								37291616	20.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02320N3583_S004	E02113N3823E02873N3483	PS	8.61	23.2	35.83	S004	Str	PNo	Hom								35832320	84.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02321N3496_S001	E02020N3739E02658N3366	PS	8.88	23.21	34.96	S001	Str	PYes	Var								34962321	132.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02294N3487_S002	E02020N3739E02658N3366	PS	9.02	22.94	34.87	S002	Str	PYes	Hom								34862294	117.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01669N3676_S000	E01548N3896E01854N3659	PS	8.09	16.69	36.76	S000	Str	PYes	Hom								36761669	26.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02264N3453_S002	E02020N3739E02658N3366	PS	8.61	22.64	34.53	S002	Str	PYes	Hom								34532264	45.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01647N3799_S000	E01548N3896E01854N3659	PS	8.5	16.47	37.99	S000	Str	PYes	Var								37991647	31.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02245N3515_S004	E02020N3739E02658N3366	PS	9.02	22.45	35.15	S004	Str	PYes	Var								35152245	130.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01634N3808_S000	E01548N3896E01854N3659	PS	7.92	16.34	38.08	S000	Mur	PYes	Hom								38081634	32.0
E01517N3917E01678N3772-PS-Mur_PNo_Var-M774_E01574N3813_S000	E01517N3917E01678N3772	PS	7.74	15.74	38.13	S000	Mur	PNo	Var								38131574	20.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02377N3548_S003	E02113N3823E02873N3483	PS	8.71	23.77	35.48	S003	Str	PNo	Hom								35472377	40.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02301N3474_S001	E02020N3739E02658N3366	PS	8.88	23.01	34.74	S001	Str	PYes	Hom								34742301	105.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01636N3789_S000	E01548N3896E01854N3659	PS	8.37	16.36	37.89	S000	Str	PYes	Var								37891636	30.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02206N3569_S004	E02020N3739E02658N3366	PS	9.02	22.06	35.69	S004	Str	PYes	Hom								35692206	110.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M850_E02243N3633_S000	E02113N3823E02873N3483	PS	8.5	22.43	36.33	S000	Str	PNo	Hom								36332243	65.0
E01964N3926E02184N3685-PS-Str_PYes_Var-M837_E02057N3724_S000	E01964N3926E02184N3685	PS	8.37	20.57	37.24	S000	Str	PYes	Var								37242057	35.0
E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02280N3610_S001	E02113N3823E02873N3483	PS	8.61	22.8	36.1	S001	Mur	PNo	Var								36102280	57.0
E02113N3823E02873N3483-PS-Mur_PNo_Var-M871_E02321N3597_S002	E02113N3823E02873N3483	PS	8.71	23.21	35.97	S002	Mur	PNo	Var								35972321	64.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02333N3573_S005	E02113N3823E02873N3483	PS	8.71	23.33	35.73	S005	Str	PNo	Hom								35722333	60.0
E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02294N3618_S005	E02113N3823E02873N3483	PS	8.71	22.94	36.18	S005	Str	PNo	Var								36182294	54.0
E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02296N3512_S002	E02020N3739E02658N3366	PS	8.88	22.96	35.12	S002	Mur	PYes	Var								35112296	136.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02236N3646_S005	E02113N3823E02873N3483	PS	8.71	22.36	36.46	S005	Str	PNo	Hom								36462236	69.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02337N3493_S004	E02020N3739E02658N3366	PS	8.88	23.37	34.93	S004	Str	PYes	Var								34932337	127.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01686N3772_S000	E01548N3896E01854N3659	PS	8.5	16.86	37.72	S000	Mur	PYes	Hom								37721686	38.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01600N3777_S000	E01548N3896E01854N3659	PS	7.32	16.0	37.77	S000	Str	PYes	Var								37771600	31.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01674N3762_S000	E01548N3896E01854N3659	PS	8.09	16.74	37.62	S000	Str	PYes	Var								37611673	28.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01674N3762_S000	E01548N3896E01854N3659	PS	8.24	16.74	37.62	S000	Mur	PYes	Hom								37611673	28.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02171N3606_S002	E02020N3739E02658N3366	PS	8.88	21.71	36.06	S002	Str	PYes	Hom								36062171	104.0
E02113N3823E02873N3483-PS-Str_PYes_Hom-M837_E02218N3695_S000	E02113N3823E02873N3483	PS	8.37	22.18	36.95	S000	Str	PYes	Hom								36952218	28.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02280N3610_S002	E02113N3823E02873N3483	PS	8.71	22.8	36.1	S002	Str	PNo	Hom								36102280	57.0
E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01687N3753_S000	E01548N3896E01854N3659	PS	8.09	16.87	37.53	S000	Mur	PYes	Var								37531687	34.0
E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02401N3455_S005	E02020N3739E02658N3366	PS	9.02	24.01	34.55	S005	Mur	PYes	Var								34542401	111.0
E01964N3926E02184N3685-PS-Mur_PYes_Var-M774_E02074N3729_S000	E01964N3926E02184N3685	PS	7.74	20.74	37.29	S000	Mur	PYes	Var								37292074	44.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02217N3548_S002	E02020N3739E02658N3366	PS	8.88	22.17	35.48	S002	Str	PYes	Var								35472217	131.0
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02313N3510_S003	E02020N3739E02658N3366	PS	9.02	23.13	35.1	S003	Mur	PYes	Hom								35102313	85.0
E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02226N3659_S002	E02113N3823E02873N3483	PS	8.61	22.26	36.59	S002	Mur	PNo	Var								36592226	68.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01714N3716_S000	E01548N3896E01854N3659	PS	8.24	17.14	37.16	S000	Str	PYes	Var								37151714	39.0
E01577N3897E01966N3571-PS-Mur_PYes_Var-M792_E01817N3788_S000	E01577N3897E01966N3571	PS	7.92	18.17	37.88	S000	Mur	PYes	Var								37881817	30.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02201N3524_S003	E02020N3739E02658N3366	PS	8.88	22.01	35.24	S003	Str	PYes	Var								35242201	114.0
E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01623N3797_S000	E01548N3896E01854N3659	PS	8.09	16.23	37.97	S000	Mur	PYes	Var								37971623	30.0
E02113N3823E02873N3483-PS-Str_PYes_Hom-M837_E02291N3588_S000	E02113N3823E02873N3483	PS	8.37	22.91	35.88	S000	Str	PYes	Hom								35882291	37.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01661N3771_S000	E01548N3896E01854N3659	PS	8.24	16.61	37.71	S000	Str	PYes	Var								37711661	30.0
E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02393N3468_S005	E02020N3739E02658N3366	PS	8.88	23.93	34.68	S005	Mur	PYes	Var								34682393	117.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M837_E02209N3683_S000	E02113N3823E02873N3483	PS	8.37	22.09	36.83	S000	Mur	PNo	Hom								36832209	54.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01699N3763_S000	E01548N3896E01854N3659	PS	8.5	16.99	37.63	S000	Str	PYes	Var								37631698	35.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01729N3832_S000	E01548N3896E01854N3659	PS	8.5	17.29	38.32	S000	Mur	PYes	Hom								38321729	33.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02451N3450_S004	E02020N3739E02658N3366	PS	9.02	24.51	34.5	S004	Str	PYes	Var								34502451	82.0
E01577N3897E01966N3571-PS-Mur_PYes_Var-M707_E01823N3875_S000	E01577N3897E01966N3571	PS	7.07	18.23	38.75	S000	Mur	PYes	Var								38751823	8.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01649N3780_S000	E01548N3896E01854N3659	PS	8.09	16.49	37.8	S000	Mur	PYes	Hom								37791648	22.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02417N3454_S005	E02020N3739E02658N3366	PS	9.02	24.17	34.54	S005	Str	PYes	Var								34542417	91.0
E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02393N3468_S004	E02020N3739E02658N3366	PS	8.88	23.93	34.68	S004	Mur	PYes	Var								34682393	117.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02206N3569_S001	E02020N3739E02658N3366	PS	8.88	22.06	35.69	S001	Str	PYes	Hom								35692206	110.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02183N3593_S002	E02020N3739E02658N3366	PS	9.02	21.83	35.93	S002	Str	PYes	Hom								35932183	113.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M880_E02367N3571_S005	E02113N3823E02873N3483	PS	8.8	23.67	35.71	S005	Str	PNo	Hom								35712367	54.0
E01577N3897E01966N3571-PS-Str_PYes_Hom-M850_E01786N3720_S000	E01577N3897E01966N3571	PS	8.5	17.86	37.2	S000	Str	PYes	Hom								37201786	34.0
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02408N3442_S001	E02020N3739E02658N3366	PS	8.88	24.08	34.42	S001	Mur	PYes	Hom								34422408	102.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02236N3526_S005	E02020N3739E02658N3366	PS	9.02	22.36	35.26	S005	Str	PYes	Hom								35262236	131.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01676N3743_S000	E01548N3896E01854N3659	PS	7.92	16.76	37.43	S000	Str	PYes	Hom								37431676	21.0
E02113N3823E02873N3483-PS-Str_PNo_Var-M880_E02335N3600_S005	E02113N3823E02873N3483	PS	8.8	23.35	36.0	S005	Str	PNo	Var								36002335	50.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01647N3799_S000	E01548N3896E01854N3659	PS	8.37	16.47	37.99	S000	Str	PYes	Hom								37991647	31.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02361N3475_S002	E02020N3739E02658N3366	PS	9.02	23.61	34.75	S002	Str	PYes	Hom								34752361	116.0
E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02464N3518_S003	E02113N3823E02873N3483	PS	8.61	24.64	35.18	S003	Str	PNo	Var								35182464	12.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02377N3548_S004	E02113N3823E02873N3483	PS	8.71	23.77	35.48	S004	Str	PNo	Hom								35472377	40.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M850_E01647N3799_S000	E01548N3896E01854N3659	PS	8.5	16.47	37.99	S000	Str	PYes	Hom								37991647	31.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M850_E01780N3796_S000	E01548N3896E01854N3659	PS	8.5	17.8	37.96	S000	Str	PYes	Hom								37961780	42.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02311N3485_S001	E02020N3739E02658N3366	PS	8.88	23.11	34.85	S001	Str	PYes	Var								34852311	133.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02236N3526_S001	E02020N3739E02658N3366	PS	8.88	22.36	35.26	S001	Str	PYes	Var								35262236	131.0
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02287N3501_S003	E02020N3739E02658N3366	PS	8.88	22.87	35.01	S003	Mur	PYes	Hom								35012287	116.0
E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02079N3631_S001	E01849N3766E02950N3220	PS	8.71	20.79	36.31	S001	Str	PYes	Hom								36312079	48.0
E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02344N3478_S002	E02020N3739E02658N3366	PS	9.02	23.44	34.78	S002	Mur	PYes	Var								34782344	127.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02467N3448_S001	E02020N3739E02658N3366	PS	9.02	24.67	34.48	S001	Str	PYes	Var								34472467	79.0
E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02287N3633_S002	E02113N3823E02873N3483	PS	8.61	22.87	36.33	S002	Mur	PNo	Var								36332287	63.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01670N3819_S000	E01548N3896E01854N3659	PS	8.37	16.7	38.19	S000	Str	PYes	Hom								38191670	37.0
E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02095N3592_S005	E01849N3766E02950N3220	PS	8.71	20.95	35.92	S005	Str	PYes	Hom								35922095	48.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02402N3548_S002	E02113N3823E02873N3483	PS	8.71	24.02	35.48	S002	Str	PNo	Hom								35472402	19.0
E01577N3897E01966N3571-PS-Str_PYes_Var-M754_E01794N3768_S000	E01577N3897E01966N3571	PS	7.54	17.94	37.68	S000	Str	PYes	Var								37681794	34.0
E02020N3739E02658N3366-PS-Str_PNo_Var-M850_E02164N3695_S000	E02020N3739E02658N3366	PS	8.5	21.64	36.95	S000	Str	PNo	Var								36952164	45.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02304N3498_S005	E02020N3739E02658N3366	PS	9.02	23.04	34.98	S005	Str	PYes	Hom								34972304	117.0
E02020N3739E02658N3366-PS-Str_PNo_Hom-M837_E02127N3724_S000	E02020N3739E02658N3366	PS	8.37	21.27	37.24	S000	Str	PNo	Hom								37242127	32.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01626N3760_S000	E01548N3896E01854N3659	PS	8.09	16.26	37.6	S000	Str	PYes	Var								37601626	17.0
E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02401N3479_S001	E02020N3739E02658N3366	PS	9.02	24.01	34.79	S001	Mur	PYes	Var								34792401	91.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01721N3784_S000	E01548N3896E01854N3659	PS	8.37	17.21	37.84	S000	Mur	PYes	Hom								37841721	41.0
E02113N3823E02873N3483-PS-Mur_PYes_Hom-M837_E02226N3659_S000	E02113N3823E02873N3483	PS	8.37	22.26	36.59	S000	Mur	PYes	Hom								36592226	68.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01602N3758_S000	E01548N3896E01854N3659	PS	7.54	16.02	37.58	S000	Mur	PYes	Hom								37581602	18.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M850_E01749N3728_S000	E01548N3896E01854N3659	PS	8.5	17.49	37.28	S000	Str	PYes	Hom								37281748	33.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01697N3782_S000	E01548N3896E01854N3659	PS	8.24	16.97	37.82	S000	Str	PYes	Hom								37821697	38.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01741N3842_S000	E01548N3896E01854N3659	PS	8.37	17.41	38.42	S000	Str	PYes	Hom								38421741	29.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01636N3789_S000	E01548N3896E01854N3659	PS	8.09	16.36	37.89	S000	Str	PYes	Hom								37891636	30.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02438N3506_S003	E02113N3823E02873N3483	PS	8.61	24.38	35.06	S003	Str	PNo	Hom								35062438	27.0
E01577N3897E01966N3571-PS-Str_PYes_Var-M792_E01797N3730_S000	E01577N3897E01966N3571	PS	7.92	17.97	37.3	S000	Str	PYes	Var								37291797	30.0
E01577N3897E01966N3571-PS-Mur_PYes_Var-M707_E01718N3659_S000	E01577N3897E01966N3571	PS	7.07	17.18	36.59	S000	Mur	PYes	Var								36591718	24.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02255N3645_S002	E02113N3823E02873N3483	PS	8.71	22.55	36.45	S002	Str	PNo	Hom								36452255	55.0
E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02351N3465_S001	E02020N3739E02658N3366	PS	9.02	23.51	34.65	S001	Mur	PYes	Var								34652351	124.0
E01577N3897E01966N3571-PS-Mur_PYes_Hom-M850_E01752N3690_S000	E01577N3897E01966N3571	PS	8.5	17.52	36.9	S000	Mur	PYes	Hom								36901752	36.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02260N3491_S003	E02020N3739E02658N3366	PS	9.02	22.6	34.91	S003	Str	PYes	Hom								34902260	117.0
